Date,Year,Month,Hour,DA,Imb_Pos,Imb_Neg,aFRR,mFRR
2019-05-14 01:00:00,2019,5,1,34.96,76.78,76.78,,
2019-05-14 02:00:00,2019,5,2,35.6,69.0,69.0,,
2019-05-14 03:00:00,2019,5,3,38.79,63.95,63.95,,
2019-05-14 04:00:00,2019,5,4,45.34,68.95,68.95,,
2019-05-14 05:00:00,2019,5,5,52.01,91.69999999999999,91.69999999999999,,
2019-05-14 06:00:00,2019,5,6,55.53,113.32,113.32,,
2019-05-14 07:00:00,2019,5,7,46.98,88.05000000000001,88.05000000000001,,
2019-05-14 08:00:00,2019,5,8,40.71,53.95,53.95,,
2019-05-14 09:00:00,2019,5,9,36.3,56.89,56.89,,
2019-05-14 10:00:00,2019,5,10,34.26,55.86,55.86,,
2019-05-14 11:00:00,2019,5,11,34.0,55.35,55.35,,
2019-05-14 12:00:00,2019,5,12,33.84,64.08,64.08,,
2019-05-14 13:00:00,2019,5,13,34.04,66.06,66.06,,
2019-05-14 14:00:00,2019,5,14,34.93,56.53,56.53,,
2019-05-14 15:00:00,2019,5,15,37.3,52.6,52.6,,
2019-05-14 16:00:00,2019,5,16,43.95,66.75,66.75,,
2019-05-14 17:00:00,2019,5,17,47.91,85.72,85.72,,
2019-05-14 18:00:00,2019,5,18,46.06,94.89,94.89,,
2019-05-14 19:00:00,2019,5,19,46.02,93.6,93.6,,
2019-05-14 20:00:00,2019,5,20,45.19,86.33,86.33,,
2019-05-14 21:00:00,2019,5,21,40.36,70.59,70.59,,
2019-05-14 22:00:00,2019,5,22,37.1,56.980000000000004,56.980000000000004,,
2019-05-14 23:00:00,2019,5,23,35.68,57.830000000000005,57.830000000000005,,
2019-05-15 00:00:00,2019,5,0,35.57,54.0,54.0,,
2019-05-15 01:00:00,2019,5,1,35.44,56.61,56.61,,
2019-05-15 02:00:00,2019,5,2,34.38,60.56,60.56,,
2019-05-15 03:00:00,2019,5,3,36.21,50.62,50.62,,
2019-05-15 04:00:00,2019,5,4,43.61,70.96000000000001,70.96000000000001,,
2019-05-15 05:00:00,2019,5,5,50.99,88.63,88.63,,
2019-05-15 06:00:00,2019,5,6,55.07,108.4,108.4,,
2019-05-15 07:00:00,2019,5,7,47.82,94.75999999999999,94.75999999999999,,
2019-05-15 08:00:00,2019,5,8,44.84,86.04,86.04,,
2019-05-15 09:00:00,2019,5,9,40.94,62.06,62.06,,
2019-05-15 10:00:00,2019,5,10,38.77,54.455,54.455,,
2019-05-15 11:00:00,2019,5,11,35.67,54.72,54.72,,
2019-05-15 12:00:00,2019,5,12,35.57,54.885,54.885,,
2019-05-15 13:00:00,2019,5,13,34.28,63.71,63.71,,
2019-05-15 14:00:00,2019,5,14,35.52,52.83,52.83,,
2019-05-15 15:00:00,2019,5,15,40.0,57.35,57.35,,
2019-05-15 16:00:00,2019,5,16,44.11,65.67,65.67,,
2019-05-15 17:00:00,2019,5,17,45.8,74.24,74.24,,
2019-05-15 18:00:00,2019,5,18,44.37,79.47,79.47,,
2019-05-15 19:00:00,2019,5,19,43.23,77.04,77.04,,
2019-05-15 20:00:00,2019,5,20,43.5,69.54,69.54,,
2019-05-15 21:00:00,2019,5,21,38.91,64.015,64.015,,
2019-05-15 22:00:00,2019,5,22,34.5,58.06,58.06,,
2019-05-15 23:00:00,2019,5,23,34.5,57.43000000000001,57.43000000000001,,
2019-05-16 00:00:00,2019,5,0,34.01,50.31,50.31,,
2019-05-16 01:00:00,2019,5,1,32.07,46.43000000000001,46.43000000000001,,
2019-05-16 02:00:00,2019,5,2,33.09,46.0,46.0,,
2019-05-16 03:00:00,2019,5,3,35.05,55.28,55.28,,
2019-05-16 04:00:00,2019,5,4,42.7,64.87,64.87,,
2019-05-16 05:00:00,2019,5,5,47.21,79.66,79.66,,
2019-05-16 06:00:00,2019,5,6,49.3,98.58500000000001,98.58500000000001,,
2019-05-16 07:00:00,2019,5,7,45.06,92.32,92.32,,
2019-05-16 08:00:00,2019,5,8,44.23,87.21000000000001,87.21000000000001,,
2019-05-16 09:00:00,2019,5,9,43.93,75.99000000000001,75.99000000000001,,
2019-05-16 10:00:00,2019,5,10,41.7,69.63,69.63,,
2019-05-16 11:00:00,2019,5,11,39.97,64.49,64.49,,
2019-05-16 12:00:00,2019,5,12,38.87,65.46,65.46,,
2019-05-16 13:00:00,2019,5,13,37.97,68.66,68.66,,
2019-05-16 14:00:00,2019,5,14,35.9,71.81,71.81,,
2019-05-16 15:00:00,2019,5,15,39.05,79.21,79.21,,
2019-05-16 16:00:00,2019,5,16,40.97,81.94,81.94,,
2019-05-16 17:00:00,2019,5,17,42.8,87.86,87.86,,
2019-05-16 18:00:00,2019,5,18,41.58,95.59,95.59,,
2019-05-16 19:00:00,2019,5,19,41.38,93.73,93.73,,
2019-05-16 20:00:00,2019,5,20,40.83,85.89,85.89,,
2019-05-16 21:00:00,2019,5,21,36.79,75.53,75.53,,
2019-05-16 22:00:00,2019,5,22,35.7,73.21,73.21,,
2019-05-16 23:00:00,2019,5,23,35.18,68.19,68.19,,
2019-05-17 00:00:00,2019,5,0,34.25,68.5,68.5,,
2019-05-17 01:00:00,2019,5,1,33.79,67.58,67.58,,
2019-05-17 02:00:00,2019,5,2,34.0,68.0,68.0,,
2019-05-17 03:00:00,2019,5,3,36.09,72.18,72.18,,
2019-05-17 04:00:00,2019,5,4,41.13,85.09,85.09,,
2019-05-17 05:00:00,2019,5,5,47.04,81.55000000000001,81.55000000000001,,
2019-05-17 06:00:00,2019,5,6,51.12,102.24000000000001,102.24000000000001,,
2019-05-17 07:00:00,2019,5,7,49.17,101.00999999999999,101.00999999999999,,
2019-05-17 08:00:00,2019,5,8,46.27,96.78999999999999,96.78999999999999,,
2019-05-17 09:00:00,2019,5,9,46.03,93.55,93.55,,
2019-05-17 10:00:00,2019,5,10,44.86,96.94999999999999,96.94999999999999,,
2019-05-17 11:00:00,2019,5,11,41.6,92.975,92.975,,
2019-05-17 12:00:00,2019,5,12,39.15,91.57499999999999,91.57499999999999,,
2019-05-17 13:00:00,2019,5,13,38.49,97.67,97.67,,
2019-05-17 14:00:00,2019,5,14,39.04,81.6,81.6,,
2019-05-17 15:00:00,2019,5,15,42.53,88.51,88.51,,
2019-05-17 16:00:00,2019,5,16,45.7,102.59,102.59,,
2019-05-17 17:00:00,2019,5,17,48.06,103.255,103.255,,
2019-05-17 18:00:00,2019,5,18,47.15,104.15,104.15,,
2019-05-17 19:00:00,2019,5,19,42.49,92.94,92.94,,
2019-05-17 20:00:00,2019,5,20,48.32,96.64,96.64,,
2019-05-17 21:00:00,2019,5,21,43.47,91.0,91.0,,
2019-05-17 22:00:00,2019,5,22,37.37,84.57,84.57,,
2019-05-17 23:00:00,2019,5,23,34.39,75.30000000000001,75.30000000000001,,
2019-05-18 00:00:00,2019,5,0,34.85,71.29,71.29,,
2019-05-18 01:00:00,2019,5,1,34.11,68.215,68.215,,
2019-05-18 02:00:00,2019,5,2,34.76,69.52000000000001,69.52000000000001,,
2019-05-18 03:00:00,2019,5,3,33.42,65.83,65.83,,
2019-05-18 04:00:00,2019,5,4,33.92,66.43,66.43,,
2019-05-18 05:00:00,2019,5,5,36.24,62.449999999999996,62.449999999999996,,
2019-05-18 06:00:00,2019,5,6,38.99,59.65,59.65,,
2019-05-18 07:00:00,2019,5,7,37.52,71.77,71.77,,
2019-05-18 08:00:00,2019,5,8,35.12,75.38999999999999,75.38999999999999,,
2019-05-18 09:00:00,2019,5,9,34.79,77.34,77.34,,
2019-05-18 10:00:00,2019,5,10,33.9,74.34,74.34,,
2019-05-18 11:00:00,2019,5,11,33.05,74.21000000000001,74.21000000000001,,
2019-05-18 12:00:00,2019,5,12,32.36,67.6,67.6,,
2019-05-18 13:00:00,2019,5,13,33.25,66.75999999999999,66.75999999999999,,
2019-05-18 14:00:00,2019,5,14,34.1,70.385,70.385,,
2019-05-18 15:00:00,2019,5,15,35.36,88.19,88.19,,
2019-05-18 16:00:00,2019,5,16,39.08,101.67,101.67,,
2019-05-18 17:00:00,2019,5,17,40.99,96.73,96.73,,
2019-05-18 18:00:00,2019,5,18,45.17,102.61000000000001,102.61000000000001,,
2019-05-18 19:00:00,2019,5,19,44.75,110.00999999999999,110.00999999999999,,
2019-05-18 20:00:00,2019,5,20,44.96,105.89,105.89,,
2019-05-18 21:00:00,2019,5,21,42.0,82.73,82.73,,
2019-05-18 22:00:00,2019,5,22,39.66,83.12,83.12,,
2019-05-18 23:00:00,2019,5,23,36.02,73.34,73.34,,
2019-05-19 00:00:00,2019,5,0,35.0,71.55,71.55,,
2019-05-19 01:00:00,2019,5,1,34.03,69.76,69.76,,
2019-05-19 02:00:00,2019,5,2,32.63,65.37,65.37,,
2019-05-19 03:00:00,2019,5,3,32.37,64.74000000000001,64.74000000000001,,
2019-05-19 04:00:00,2019,5,4,33.37,66.74,66.74,,
2019-05-19 05:00:00,2019,5,5,34.04,68.08000000000001,68.08000000000001,,
2019-05-19 06:00:00,2019,5,6,35.07,70.14,70.14,,
2019-05-19 07:00:00,2019,5,7,35.02,52.46,52.46,,
2019-05-19 08:00:00,2019,5,8,34.08,56.15,56.15,,
2019-05-19 09:00:00,2019,5,9,34.1,59.63,59.63,,
2019-05-19 10:00:00,2019,5,10,33.8,72.16,72.16,,
2019-05-19 11:00:00,2019,5,11,29.64,65.56,65.56,,
2019-05-19 12:00:00,2019,5,12,27.41,70.64,70.64,,
2019-05-19 13:00:00,2019,5,13,27.49,65.41,65.41,,
2019-05-19 14:00:00,2019,5,14,30.28,72.44999999999999,72.44999999999999,,
2019-05-19 15:00:00,2019,5,15,34.47,77.0,77.0,,
2019-05-19 16:00:00,2019,5,16,38.28,81.95,81.95,,
2019-05-19 17:00:00,2019,5,17,42.28,95.26,95.26,,
2019-05-19 18:00:00,2019,5,18,42.34,101.77,101.77,,
2019-05-19 19:00:00,2019,5,19,41.71,102.44,102.44,,
2019-05-19 20:00:00,2019,5,20,43.33,93.80000000000001,93.80000000000001,,
2019-05-19 21:00:00,2019,5,21,38.94,99.7,99.7,,
2019-05-19 22:00:00,2019,5,22,37.3,80.47999999999999,80.47999999999999,,
2019-05-19 23:00:00,2019,5,23,35.0,81.03,81.03,,
2019-05-20 00:00:00,2019,5,0,34.55,65.19,65.19,,
2019-05-20 01:00:00,2019,5,1,33.51,66.87,66.87,,
2019-05-20 02:00:00,2019,5,2,33.77,73.075,73.075,,
2019-05-20 03:00:00,2019,5,3,36.04,72.91000000000001,72.91000000000001,,
2019-05-20 04:00:00,2019,5,4,44.31,81.53,81.53,,
2019-05-20 05:00:00,2019,5,5,55.01,116.59,116.59,,
2019-05-20 06:00:00,2019,5,6,57.38,116.63,116.63,,
2019-05-20 07:00:00,2019,5,7,57.45,128.325,128.325,,
2019-05-20 08:00:00,2019,5,8,56.63,150.89000000000001,150.89000000000001,,
2019-05-20 09:00:00,2019,5,9,55.5,138.01,138.01,,
2019-05-20 10:00:00,2019,5,10,51.99,137.82,137.82,,
2019-05-20 11:00:00,2019,5,11,50.29,134.01,134.01,,
2019-05-20 12:00:00,2019,5,12,47.59,129.94,129.94,,
2019-05-20 13:00:00,2019,5,13,45.06,115.94999999999999,115.94999999999999,,
2019-05-20 14:00:00,2019,5,14,43.25,100.6,100.6,,
2019-05-20 15:00:00,2019,5,15,46.09,116.345,116.345,,
2019-05-20 16:00:00,2019,5,16,47.91,97.92,97.92,,
2019-05-20 17:00:00,2019,5,17,49.39,98.03999999999999,98.03999999999999,,
2019-05-20 18:00:00,2019,5,18,46.18,89.15,89.15,,
2019-05-20 19:00:00,2019,5,19,45.8,91.44999999999999,91.44999999999999,,
2019-05-20 20:00:00,2019,5,20,44.17,91.74,91.74,,
2019-05-20 21:00:00,2019,5,21,37.66,83.78,83.78,,
2019-05-20 22:00:00,2019,5,22,35.2,57.61,57.61,,
2019-05-20 23:00:00,2019,5,23,34.44,57.55,57.55,,
2019-05-21 00:00:00,2019,5,0,33.12,48.4,48.4,,
2019-05-21 01:00:00,2019,5,1,31.49,27.265,27.265,,
2019-05-21 02:00:00,2019,5,2,32.37,23.720000000000002,23.720000000000002,,
2019-05-21 03:00:00,2019,5,3,33.03,46.69,46.69,,
2019-05-21 04:00:00,2019,5,4,40.07,86.03999999999999,86.03999999999999,,
2019-05-21 05:00:00,2019,5,5,48.06,83.47,83.47,,
2019-05-21 06:00:00,2019,5,6,57.61,88.47,88.47,,
2019-05-21 07:00:00,2019,5,7,55.0,110.905,110.905,,
2019-05-21 08:00:00,2019,5,8,52.52,104.07,104.07,,
2019-05-21 09:00:00,2019,5,9,51.15,103.39,103.39,,
2019-05-21 10:00:00,2019,5,10,49.85,89.65,89.65,,
2019-05-21 11:00:00,2019,5,11,46.27,89.28999999999999,89.28999999999999,,
2019-05-21 12:00:00,2019,5,12,43.52,79.29,79.29,,
2019-05-21 13:00:00,2019,5,13,38.98,60.12,60.12,,
2019-05-21 14:00:00,2019,5,14,38.6,52.58,52.58,,
2019-05-21 15:00:00,2019,5,15,39.6,56.59,56.59,,
2019-05-21 16:00:00,2019,5,16,45.95,73.99000000000001,73.99000000000001,,
2019-05-21 17:00:00,2019,5,17,46.96,69.73,69.73,,
2019-05-21 18:00:00,2019,5,18,44.87,79.33,79.33,,
2019-05-21 19:00:00,2019,5,19,44.11,70.55,70.55,,
2019-05-21 20:00:00,2019,5,20,43.45,66.82,66.82,,
2019-05-21 21:00:00,2019,5,21,37.39,57.4,57.4,,
2019-05-21 22:00:00,2019,5,22,32.66,52.8,52.8,,
2019-05-21 23:00:00,2019,5,23,32.5,60.045,60.045,,
2019-05-22 00:00:00,2019,5,0,29.66,44.89,44.89,,
2019-05-22 01:00:00,2019,5,1,29.0,58.0,58.0,,
2019-05-22 02:00:00,2019,5,2,29.61,44.51,44.51,,
2019-05-22 03:00:00,2019,5,3,33.09,68.25,68.25,,
2019-05-22 04:00:00,2019,5,4,37.6,79.88999999999999,79.88999999999999,,
2019-05-22 05:00:00,2019,5,5,46.6,79.56,79.56,,
2019-05-22 06:00:00,2019,5,6,50.35,86.8,86.8,,
2019-05-22 07:00:00,2019,5,7,48.37,78.67,78.67,,
2019-05-22 08:00:00,2019,5,8,45.77,87.64,87.64,,
2019-05-22 09:00:00,2019,5,9,42.41,77.0,77.0,,
2019-05-22 10:00:00,2019,5,10,40.99,74.83999999999999,74.83999999999999,,
2019-05-22 11:00:00,2019,5,11,38.65,77.3,77.3,,
2019-05-22 12:00:00,2019,5,12,36.99,73.98,73.98,,
2019-05-22 13:00:00,2019,5,13,36.02,72.03999999999999,72.03999999999999,,
2019-05-22 14:00:00,2019,5,14,35.71,71.42,71.42,,
2019-05-22 15:00:00,2019,5,15,39.0,78.0,78.0,,
2019-05-22 16:00:00,2019,5,16,42.85,76.29,76.29,,
2019-05-22 17:00:00,2019,5,17,47.47,90.53999999999999,90.53999999999999,,
2019-05-22 18:00:00,2019,5,18,48.99,97.97999999999999,97.97999999999999,,
2019-05-22 19:00:00,2019,5,19,48.14,95.93,95.93,,
2019-05-22 20:00:00,2019,5,20,48.45,91.46,91.46,,
2019-05-22 21:00:00,2019,5,21,41.16,75.39000000000001,75.39000000000001,,
2019-05-22 22:00:00,2019,5,22,35.8,72.97999999999999,72.97999999999999,,
2019-05-22 23:00:00,2019,5,23,33.32,73.81,73.81,,
2019-05-23 00:00:00,2019,5,0,32.37,66.63,66.63,,
2019-05-23 01:00:00,2019,5,1,30.14,60.28,60.28,,
2019-05-23 02:00:00,2019,5,2,27.41,54.82,54.82,,
2019-05-23 03:00:00,2019,5,3,30.79,61.18,61.18,,
2019-05-23 04:00:00,2019,5,4,36.74,86.78,86.78,,
2019-05-23 05:00:00,2019,5,5,46.77,89.51,89.51,,
2019-05-23 06:00:00,2019,5,6,47.06,95.18,95.18,,
2019-05-23 07:00:00,2019,5,7,40.86,73.16999999999999,73.16999999999999,,
2019-05-23 08:00:00,2019,5,8,35.85,60.25,60.25,,
2019-05-23 09:00:00,2019,5,9,35.6,58.815000000000005,58.815000000000005,,
2019-05-23 10:00:00,2019,5,10,35.56,60.42,60.42,,
2019-05-23 11:00:00,2019,5,11,35.74,71.48,71.48,,
2019-05-23 12:00:00,2019,5,12,35.55,71.1,71.1,,
2019-05-23 13:00:00,2019,5,13,36.76,68.68,68.68,,
2019-05-23 14:00:00,2019,5,14,37.57,66.53,66.53,,
2019-05-23 15:00:00,2019,5,15,43.04,74.5,74.5,,
2019-05-23 16:00:00,2019,5,16,48.55,85.94,85.94,,
2019-05-23 17:00:00,2019,5,17,52.38,107.21,107.21,,
2019-05-23 18:00:00,2019,5,18,50.15,112.08,112.08,,
2019-05-23 19:00:00,2019,5,19,49.45,91.52,91.52,,
2019-05-23 20:00:00,2019,5,20,49.41,83.47,83.47,,
2019-05-23 21:00:00,2019,5,21,45.27,87.31,87.31,,
2019-05-23 22:00:00,2019,5,22,39.9,76.64,76.64,,
2019-05-23 23:00:00,2019,5,23,35.24,63.235,63.235,,
2019-05-24 00:00:00,2019,5,0,34.08,51.239999999999995,51.239999999999995,,
2019-05-24 01:00:00,2019,5,1,32.37,57.02,57.02,,
2019-05-24 02:00:00,2019,5,2,25.69,40.769999999999996,40.769999999999996,,
2019-05-24 03:00:00,2019,5,3,29.7,45.41,45.41,,
2019-05-24 04:00:00,2019,5,4,38.03,75.65,75.65,,
2019-05-24 05:00:00,2019,5,5,47.14,71.35,71.35,,
2019-05-24 06:00:00,2019,5,6,50.95,70.72999999999999,70.72999999999999,,
2019-05-24 07:00:00,2019,5,7,45.94,74.0,74.0,,
2019-05-24 08:00:00,2019,5,8,43.78,84.71,84.71,,
2019-05-24 09:00:00,2019,5,9,39.54,64.97,64.97,,
2019-05-24 10:00:00,2019,5,10,37.48,56.86,56.86,,
2019-05-24 11:00:00,2019,5,11,35.85,55.58,55.58,,
2019-05-24 12:00:00,2019,5,12,35.35,62.2,62.2,,
2019-05-24 13:00:00,2019,5,13,35.0,70.0,70.0,,
2019-05-24 14:00:00,2019,5,14,35.08,59.47,59.47,,
2019-05-24 15:00:00,2019,5,15,36.64,62.41,62.41,,
2019-05-24 16:00:00,2019,5,16,41.64,60.22,60.22,,
2019-05-24 17:00:00,2019,5,17,44.88,77.97,77.97,,
2019-05-24 18:00:00,2019,5,18,41.05,81.16,81.16,,
2019-05-24 19:00:00,2019,5,19,39.26,76.23,76.23,,
2019-05-24 20:00:00,2019,5,20,45.06,75.66,75.66,,
2019-05-24 21:00:00,2019,5,21,41.89,82.98,82.98,,
2019-05-24 22:00:00,2019,5,22,41.97,75.44,75.44,,
2019-05-24 23:00:00,2019,5,23,37.15,59.86,59.86,,
2019-05-25 00:00:00,2019,5,0,35.07,53.230000000000004,53.230000000000004,,
2019-05-25 01:00:00,2019,5,1,34.03,53.6,53.6,,
2019-05-25 02:00:00,2019,5,2,33.84,58.61000000000001,58.61000000000001,,
2019-05-25 03:00:00,2019,5,3,33.09,52.370000000000005,52.370000000000005,,
2019-05-25 04:00:00,2019,5,4,34.05,54.879999999999995,54.879999999999995,,
2019-05-25 05:00:00,2019,5,5,35.11,54.51,54.51,,
2019-05-25 06:00:00,2019,5,6,37.7,54.91,54.91,,
2019-05-25 07:00:00,2019,5,7,37.56,75.12,75.12,,
2019-05-25 08:00:00,2019,5,8,36.32,80.16,80.16,,
2019-05-25 09:00:00,2019,5,9,35.2,73.79,73.79,,
2019-05-25 10:00:00,2019,5,10,34.24,68.48,68.48,,
2019-05-25 11:00:00,2019,5,11,33.01,60.5,60.5,,
2019-05-25 12:00:00,2019,5,12,31.42,58.540000000000006,58.540000000000006,,
2019-05-25 13:00:00,2019,5,13,31.35,46.29,46.29,,
2019-05-25 14:00:00,2019,5,14,32.08,44.62,44.62,,
2019-05-25 15:00:00,2019,5,15,34.19,57.01,57.01,,
2019-05-25 16:00:00,2019,5,16,37.48,70.45,70.45,,
2019-05-25 17:00:00,2019,5,17,41.12,85.845,85.845,,
2019-05-25 18:00:00,2019,5,18,44.47,90.78999999999999,90.78999999999999,,
2019-05-25 19:00:00,2019,5,19,44.71,89.42,89.42,,
2019-05-25 20:00:00,2019,5,20,44.47,61.53,61.53,,
2019-05-25 21:00:00,2019,5,21,40.58,74.52000000000001,74.52000000000001,,
2019-05-25 22:00:00,2019,5,22,36.4,72.46000000000001,72.46000000000001,,
2019-05-25 23:00:00,2019,5,23,33.04,49.489999999999995,49.489999999999995,,
2019-05-26 00:00:00,2019,5,0,28.02,42.77,42.77,,
2019-05-26 01:00:00,2019,5,1,13.53,21.37,21.37,,
2019-05-26 02:00:00,2019,5,2,22.23,11.06,11.06,,
2019-05-26 03:00:00,2019,5,3,13.38,11.3,11.3,,
2019-05-26 04:00:00,2019,5,4,14.63,-15.885,-15.885,,
2019-05-26 05:00:00,2019,5,5,18.65,-43.62,-43.62,,
2019-05-26 06:00:00,2019,5,6,24.58,-14.05,-14.05,,
2019-05-26 07:00:00,2019,5,7,20.87,51.019999999999996,51.019999999999996,,
2019-05-26 08:00:00,2019,5,8,18.69,33.16,33.16,,
2019-05-26 09:00:00,2019,5,9,21.79,-128.52,-128.52,,
2019-05-26 10:00:00,2019,5,10,18.38,15.63,15.63,,
2019-05-26 11:00:00,2019,5,11,3.68,-130.35,-130.35,,
2019-05-26 12:00:00,2019,5,12,-7.3,-124.365,-124.365,,
2019-05-26 13:00:00,2019,5,13,-3.93,-117.85,-117.85,,
2019-05-26 14:00:00,2019,5,14,4.67,-8.510000000000002,-8.510000000000002,,
2019-05-26 15:00:00,2019,5,15,18.65,16.32,16.32,,
2019-05-26 16:00:00,2019,5,16,33.01,66.02,66.02,,
2019-05-26 17:00:00,2019,5,17,36.63,73.25999999999999,73.25999999999999,,
2019-05-26 18:00:00,2019,5,18,37.16,75.17,75.17,,
2019-05-26 19:00:00,2019,5,19,36.59,72.47999999999999,72.47999999999999,,
2019-05-26 20:00:00,2019,5,20,36.37,66.21,66.21,,
2019-05-26 21:00:00,2019,5,21,32.45,74.93,74.93,,
2019-05-26 22:00:00,2019,5,22,21.94,56.879999999999995,56.879999999999995,,
2019-05-26 23:00:00,2019,5,23,16.09,77.50999999999999,77.50999999999999,,
2019-05-27 00:00:00,2019,5,0,15.25,25.03,25.03,,
2019-05-27 01:00:00,2019,5,1,14.09,23.24,23.24,,
2019-05-27 02:00:00,2019,5,2,19.65,39.3,39.3,,
2019-05-27 03:00:00,2019,5,3,28.76,36.739999999999995,36.739999999999995,,
2019-05-27 04:00:00,2019,5,4,28.12,21.86,21.86,,
2019-05-27 05:00:00,2019,5,5,43.75,54.71,54.71,,
2019-05-27 06:00:00,2019,5,6,43.35,23.25,23.25,,
2019-05-27 07:00:00,2019,5,7,42.37,72.28,72.28,,
2019-05-27 08:00:00,2019,5,8,39.74,55.16,55.16,,
2019-05-27 09:00:00,2019,5,9,39.27,55.41,55.41,,
2019-05-27 10:00:00,2019,5,10,38.03,69.75,69.75,,
2019-05-27 11:00:00,2019,5,11,38.0,73.12,73.12,,
2019-05-27 12:00:00,2019,5,12,36.43,70.27000000000001,70.27000000000001,,
2019-05-27 13:00:00,2019,5,13,35.89,68.23,68.23,,
2019-05-27 14:00:00,2019,5,14,35.46,64.25,64.25,,
2019-05-27 15:00:00,2019,5,15,27.13,51.36,51.36,,
2019-05-27 16:00:00,2019,5,16,32.78,50.81,50.81,,
2019-05-27 17:00:00,2019,5,17,33.98,51.55,51.55,,
2019-05-27 18:00:00,2019,5,18,29.13,58.260000000000005,58.260000000000005,,
2019-05-27 19:00:00,2019,5,19,28.37,54.675,54.675,,
2019-05-27 20:00:00,2019,5,20,37.72,102.14999999999999,102.14999999999999,,
2019-05-27 21:00:00,2019,5,21,38.64,70.64,70.64,,
2019-05-27 22:00:00,2019,5,22,34.07,77.49000000000001,77.49000000000001,,
2019-05-27 23:00:00,2019,5,23,30.62,48.519999999999996,48.519999999999996,,
2019-05-28 00:00:00,2019,5,0,29.5,52.115,52.115,,
2019-05-28 01:00:00,2019,5,1,29.94,32.660000000000004,32.660000000000004,,
2019-05-28 02:00:00,2019,5,2,24.17,25.57,25.57,,
2019-05-28 03:00:00,2019,5,3,27.73,27.86,27.86,,
2019-05-28 04:00:00,2019,5,4,27.21,35.33,35.33,,
2019-05-28 05:00:00,2019,5,5,34.36,48.47,48.47,,
2019-05-28 06:00:00,2019,5,6,36.86,59.17,59.17,,
2019-05-28 07:00:00,2019,5,7,41.33,72.38,72.38,,
2019-05-28 08:00:00,2019,5,8,42.9,71.92,71.92,,
2019-05-28 09:00:00,2019,5,9,45.68,59.25,59.25,,
2019-05-28 10:00:00,2019,5,10,44.95,63.33,63.33,,
2019-05-28 11:00:00,2019,5,11,39.08,55.459999999999994,55.459999999999994,,
2019-05-28 12:00:00,2019,5,12,34.79,47.86,47.86,,
2019-05-28 13:00:00,2019,5,13,33.05,36.31,36.31,,
2019-05-28 14:00:00,2019,5,14,30.25,28.75,28.75,,
2019-05-28 15:00:00,2019,5,15,31.58,46.06,46.06,,
2019-05-28 16:00:00,2019,5,16,33.58,67.16,67.16,,
2019-05-28 17:00:00,2019,5,17,41.91,83.82,83.82,,
2019-05-28 18:00:00,2019,5,18,31.29,62.58,62.58,,
2019-05-28 19:00:00,2019,5,19,30.79,53.07,53.07,,
2019-05-28 20:00:00,2019,5,20,38.77,53.71,53.71,,
2019-05-28 21:00:00,2019,5,21,34.07,65.58,65.58,,
2019-05-28 22:00:00,2019,5,22,34.4,54.22,54.22,,
2019-05-28 23:00:00,2019,5,23,33.07,61.31,61.31,,
2019-05-29 00:00:00,2019,5,0,30.57,56.72,56.72,,
2019-05-29 01:00:00,2019,5,1,28.4,34.010000000000005,34.010000000000005,,
2019-05-29 02:00:00,2019,5,2,23.53,24.61,24.61,,
2019-05-29 03:00:00,2019,5,3,30.63,62.410000000000004,62.410000000000004,,
2019-05-29 04:00:00,2019,5,4,34.73,58.28,58.28,,
2019-05-29 05:00:00,2019,5,5,42.4,79.39,79.39,,
2019-05-29 06:00:00,2019,5,6,46.45,92.9,92.9,,
2019-05-29 07:00:00,2019,5,7,45.81,91.62,91.62,,
2019-05-29 08:00:00,2019,5,8,38.92,71.03,71.03,,
2019-05-29 09:00:00,2019,5,9,38.39,82.08,82.08,,
2019-05-29 10:00:00,2019,5,10,40.89,80.67,80.67,,
2019-05-29 11:00:00,2019,5,11,39.9,89.485,89.485,,
2019-05-29 12:00:00,2019,5,12,39.92,77.035,77.035,,
2019-05-29 13:00:00,2019,5,13,38.29,72.13000000000001,72.13000000000001,,
2019-05-29 14:00:00,2019,5,14,33.35,48.239999999999995,48.239999999999995,,
2019-05-29 15:00:00,2019,5,15,41.01,51.8,51.8,,
2019-05-29 16:00:00,2019,5,16,40.89,53.650000000000006,53.650000000000006,,
2019-05-29 17:00:00,2019,5,17,45.33,50.78,50.78,,
2019-05-29 18:00:00,2019,5,18,38.95,47.010000000000005,47.010000000000005,,
2019-05-29 19:00:00,2019,5,19,38.65,77.3,77.3,,
2019-05-29 20:00:00,2019,5,20,40.77,73.05,73.05,,
2019-05-29 21:00:00,2019,5,21,34.55,77.39,77.39,,
2019-05-29 22:00:00,2019,5,22,32.1,35.900000000000006,35.900000000000006,,
2019-05-29 23:00:00,2019,5,23,28.6,57.2,57.2,,
2019-05-30 00:00:00,2019,5,0,24.54,51.93,51.93,,
2019-05-30 01:00:00,2019,5,1,14.7,37.33,37.33,,
2019-05-30 02:00:00,2019,5,2,8.6,34.059999999999995,34.059999999999995,,
2019-05-30 03:00:00,2019,5,3,8.25,46.23,46.23,,
2019-05-30 04:00:00,2019,5,4,8.4,21.41,21.41,,
2019-05-30 05:00:00,2019,5,5,12.04,25.79,25.79,,
2019-05-30 06:00:00,2019,5,6,13.58,27.16,27.16,,
